114	聯絡電話（選填）	聯繫我們	0
115	例：02-2712-2211 或 0912-345-678	聯繫我們	0
116	詢問產品類別	聯繫我們	0
117	01 清潔袋 (連捲 / 單張抽取 / 環保)	聯繫我們	1
118	02 拉繩袋 (清潔袋 / 醫療袋)	聯繫我們	0
119	03 蔬果袋 (平裝 / 捲裝)	聯繫我們	1
120	04 夾鏈袋 (密實袋 / 立體密實袋 / 冷凍袋 / 夾鏈袋)	聯繫我們	1
121	05 其他類 (手套 / 台塑遮蔽防塵膠帶)	聯繫我們	1
122	06 Scale Sheet / Tare Sheet	聯繫我們	1
123	需求內容與訊息	聯繫我們	0
124	請留下您的產品需求、規格諮詢或合作方向...	聯繫我們	0
125	確認送出，我們會儘速聯繫您	聯繫我們	0
126	環保標章產品｜臺灣營德股份有限公司	永續發展	0
127	臺灣營德環保標章產品：台塑環保拉繩清潔袋與台塑環保清潔袋。	永續發展	0
128	綠色標章產品	永續發展	0
129	讓每一次選擇，<br>更靠近綠色生活。	永續發展	1
130	臺灣營德以通過環保標章的產品，回應日常生活對環境友善選擇的需求。從產品設計到使用，我們以可被辨識的綠色承諾，陪伴每一個乾淨安心的日常。	永續發展	0
131	認識環保標章產品	永續發展	0
132	環保標章介紹	永續發展	0
133	環保標章是什麼	永續發展	0
134	以綠葉環抱地球，<br>辨識更友善的選擇。	永續發展	1
135	環保標章以綠色葉片環繞地球的意象，傳遞守護環境、珍惜資源的理念。取得標章的產品，須符合環境部公告的規格標準並獲得使用證書，讓消費者採購時有清楚的辨識依據。	永續發展	0
136	綠色消費的觀念在歐美環保運動中逐漸發展，德國、加拿大、日本與北歐等地也陸續建立環保標章制度。台灣於民國81年推動環保標章，鼓勵製造端減少污染與資源消耗，也讓使用者能支持可回收、低污染與省資源的產品。	永續發展	0
137	環保標章規格標準	永續發展	0
138	環保標章產品查詢	永續發展	0
139	依 ISO 14024 原則建立	永續發展	0
140	環保標章採用國際第一類環境標誌的原則與程序，以市場機制鼓勵環境衝擊較低的產品與服務。	永續發展	0
141	從產品生命週期看環境	永續發展	0
142	原料取得、生產、銷售、使用到廢棄，各階段的減量、回收、低污染與資源效率都是重要考量。	永續發展	0
143	持續擴大的綠色選擇	永續發展	0
144	自民國82年公布首批標準以來，環保標章已涵蓋14大產品類別、超過百項產品項目。	永續發展	0
145	我們的綠色標章產品	永續發展	0
146	兩款取得環保標章的日常用品	永續發展	0
147	產品規格與標章資訊以環境部「淨零綠生活資訊平台」公開資料為準；點選卡片可查看各產品的完整資料。	永續發展	0
148	台塑環保拉繩清潔袋	永續發展	0
149	兼顧日常收納與清潔需求的環保標章產品。	永續發展	0
150	查看環保標章產品資料	永續發展	0
151	台塑環保清潔袋	永續發展	0
152	為居家與日常清潔情境提供的環保標章產品選擇。	永續發展	0
153	我們的作法	永續發展	0
154	以務實行動，讓綠色成為日常。	永續發展	0
155	珍惜每一份資源	永續發展	0
156	我們持續將資源循環的思維帶進產品與製造流程，讓材料的價值被更充分運用。	永續發展	0
157	從容易辨識的選擇開始	永續發展	0
158	以取得環保標章的產品，讓企業與消費者在採購與生活中，多一個清楚可靠的選擇。	永續發展	0
159	想了解環保標章產品的採購資訊？	永續發展	0
160	歡迎聯繫臺灣營德團隊，我們將協助您找到合適的產品選擇。	永續發展	0
161	聯繫我們	永續發展	0
162	產品中心 | 臺灣營德股份有限公司 Inteplast Taiwan	產品中心	0
163	臺灣營德產品中心 – 核心產品系列：清潔袋、拉繩袋、蔬果袋、夾鏈袋、手套與遮蔽防塵膠帶與 Scale Sheet。全高清產品展示與 B2B 對接。	產品中心	0
164	產品中心	產品中心	0
165	顯示全部 All	產品中心	0
168	留下資料專人對接	產品中心	0
170	相關連結	共用（頁首）	0
171	台灣塑膠工業股份有限公司	共用（頁首）	0
172	INTEPLAST USA	共用（頁首）	0
173	永續發展	共用（頁首）	0
174	人才招募	共用（頁首）	0
175	首頁	共用（頁首）	0
176	關於營德	共用（頁首）	0
178	網站導覽	共用（頁尾）	0
179	產品分類	共用（頁尾）	0
180	嘉義新港生產基地 · ISO 9001 品質管理系統認證	共用（頁尾）	0
181	搜尋產品或用途	共用（搜尋）	0
182	垃圾袋	共用（搜尋）	0
183	束口袋	共用（搜尋）	0
184	保鮮袋	共用（搜尋）	0
185	蔬果袋	共用（搜尋）	0
186	手套	共用（搜尋）	0
